RESPONSES,LEVEL KOMPETENSI
"Komunikasi; Ya, pernah. Pertama, pada saat menjabat sebagai Kepala Bidang Penyuluhan, dari peraturan yang saya baca, salah satu fungsi Bidang Penyuluhan adalah penyiapan bahan dan fasilitasi penilaian dan pemberian penghargaan bagi penyuluh berprestasi. Sudah beberapa tahun sebelumnya hal tersebut tidak dilaksanakan karena keterbatasan anggaran. Saya berpikir  bahwa program seperti itu penting dan diharapkan akan meningkatkan motivasi penyuluh dan petani, sehingga saya mengajukan program kegiatan penilaian dan pemberian penghargaan bagi penyuluh dan petani berprestasi pada TA. 2022 secara berjenjang, dengan maksud untuk mengefisienkan biaya. Pihak BPP Kecamatan dipersilakan untuk melakukan penilaian secara mandiri  self evaluation , dan calon penyuluh dan petani terbaik diajukan ke DPKP Kab. Ciamis untuk kemudian Tim penilai yang terdiri dari unsur Bidang Penyuluhan dan perwakilan Bidang bidang lainnya melakukan verifikasi dan validasi kepada calon peserta terbaik yang diusulkan masing masing kecamatan. Alhamdulillah, salah satu hasilnya tahun lalu peserta terbaik Kabupaten Ciamis mendapatkan penghargaan di tingkat Provinsi Jawa Barat dan Nasional. Kedua, pada saat terjadi kekosongan pegawai fungsional Analis Keuangan Pusat dan Daerah dikarenakan tidak adanya pejabat yang pada akhir tahun 2021 disetarakan menjadi fungsional AKPD, sedangkan untuk inpasing dari jabatan lain agak kecil kemungkinannya terkait rumpun pendidikan pegawai yang ada, dan walaupun sudah mengajukan permintaan kebutuhan pegawai fungsional AKPD kepada Bupati melalui Kepala BKPSDM sejak awal tahun lalu, kecil kemungkinan terealisasi. Selanjutnya setelah mengadakan konsultasi ke Bagian Organisasi Setda dan ke Bidang Pengembangan Karir BKPSDM, dan setelah menuangkan pemikiran dan konsep dalam bentuk laporan evaluasi kelembagaan DPKP, walaupun awalnya tidak disetujui karena terganjal rekomendasi Kementerian PAN RB tentang Model Penyederhanaan Birokrasi untuk bidang pertanian yang hanya ada 1 kasubag di Sekretariat, akhirnya setelah melakukan pendekatan persuasif dan menyampaikan argumentasi yang sangat kuat, akhirnya usulan untuk menambah 1 jabatan kasubag di Sekretariat, dapat disetujui.",3
"Komunikasi;  Ya, pernah. Langkah langkah yang saya lakukan   a. Mempelajari bahan informasi yang akan disebarluaskan, termasuk jenisnya apakah jenis informasi terbuka atau tertutup. b. Memastikan kebenaran dan ke valid an sumber informasi c. Melaporkan kepada atasan, apabila informasi tersebut tidak melalui jalur resmi kedinasan d. Seijin pimpinan atasan, menyampaikan informasi sesuai lingkup sasarannya, baik secara tertulis dengan atau tanpa dilengkapi nota dinas, atau secara lisan dalam pertemuan formal atau menyesuaikan jenis informasinya. e. Untuk memastikan informasi sudah diterima sasaran, apabila informasi disampaikan melalui surat tertulis, maka wajib menggunakan daftar ekspedisi penerima surat. Apabila lisan atau melalui grup media sosial, dipastikan sasaran mendengar atau membaca langsung dengan mengeceknya pada fitur yang  tersedia di media sosial tersebut. f. Apabila informasi tersebut harus ditindaklanjuti oleh sasaran dan berbatas waktu, maka dibuat mekanisme pemantauan dan pelaporan hasil tindak lanjut dari masing masing sasaran penerima informasi agar dipenuhi tepat waktu.",3
"Komunikasi;  Ya, pernah. Langkah yang saya lakukan untuk menyikapi hal tersebut adalah menanyai kembali penyampai informasi tersebut, menggali lebih rinci. Apabila masih belum jelas, maka saya akan menghubungi dan berkomunikasi langsung dengan pihak pemberi informasi.",3
"Komunikasi; Pernah, bahkan sering, karena selama ini saat menjadi pejabat eselon IV, eselon III dan eselon II , setiap tahun selalu mengajukan permohonan program kegiatan untuk tahun berikutnya, saya meyakinkan atasan dengan melakukan presentasi tentang program jegiatan usulan saya tersebut. ",1
"Komunikasi; Pernah sewaktu saya menjadi kepala Dinas, saya sebarkan informasi tersebut dengan cara membuat Surat Edaran ke Bidang   bidang dan Unit Kerja di lingkungan Dinas yang saya pimpin, selain itu surat edaran terssbut saya upload di WA grup Dinas, sehingga untuk memastikan informasi sudah diterima bisa dimintakan laporan lewat grup WA tersebut.",1
Komunikasi;  Tidak pernah ,1
"Komunikasi; Pernah. Diawali dengan telaahan staf yang diteruskan kepada pimpinan langsung, yang diteruskan ke Kepala Organisasi. Di tiap jenjang, kami menjelaskan secara lisan tentang usulan dimaksud. Sehingga usulan dapat diterima dan dapat dilaksanakan. ",1
"Komunikasi; Bagaimana cara Anda memastikan informasi tersebut telah sampai pada penerima  Pernah, disebarkan melalui media elektronik. Setelah beberapa hari berselang, saya temui langsung orang orang yang diberi informasi dan mengkonfirmasinya.",1
"Komunikasi; Pernah. Sebelum disampaikan kepada rekan tim organisasi, saya bertemu dengan pimpinan dan menanyakan detail  informasi dimaksud.",1
"Komunikasi; Awal mengusulkan dengan cara koordinasi ke Dinas , selanjutnya mengusulkan melalui Musrenbang,  Meyakinkan organisasi dengan cara komunikasi dan ditindaklanjuti menyampaikan tempat dan akan dikembangkan.",1
Komunikasi; Pernah Langkah langkah   Membuat surat pemberitahuan atau himbauan Mengecek ke lokasi atau ke masyarakat apa informasi ini sampai atau tidak,1
"Komunikasi; Belum Pernah, karena sebelum selesai komunikasi dipastikan dahulu rekan paham atau belum, seumpamanya paham baru di tindaklanjuti",1
"Komunikasi; Pernah, pada saat di Bidang Perekonomian Bappeda saya mengusulkan pembentukan Tim Evaluasi Perkembangan KSCT Agropolitan dan Lumbung Padi. Tahapan pengusulannya melalui diskusi internal, kemudian diskusi pada saat breefing, membuat nota dinas dan menghadap langsung Sekretaris dan Kepala Badan dengan menjelaskan urgensinya termasuk aturan dan hasil kajiannya. Kemudian setelah turun disposisi, melakukan rapat pembahasan dengan melibatkan pihak terkait.",1
"Komunikasi; Pernah saat menyampaikan aturan disiplin yang harus ditaati oleh semua pegawai di Satpol PP. Langkah langkah yang dilakukan adalah dengan mengkaji informasi yang akan disebarkan, membuat surat yang ditujukan kepada semua bidang dan sekretariat, menulis isi informasi dalam banner, mengumumkan informasi di wa group, pada saat apel pagi dan kesempatan yang ada serta melaporkan progresnya kepada Kepala.",1
"Komunikasi; Pernah pada saat di Beppeda ada Tim Penyusunan LKPJ yang tugasnya belum jelas dan masih umum. Saat itu saya mengkaji keberadaan Tim tersebut dan menuliskan kekurangannya dan melihat SK sebelumnya, kemudian menanyakan langsung ke Bidang yang membuatnya dan berdiskusi. Akhirnya dibuat rincian tugas yang ditandatangani Ketua Tim.",1
"Komunikasi; Saya pernah mengusulkan program kegiatan perihal Pengelolaan Arsip Penghapusan Arsip, karena sesuai dengan peraturan Arsip Nasional Republik Indonesia Nomor 6 Tahun 2013 Tentang Pedoman Retensi Arsip Keuangan, bahwasanya Jadwal Retensi Arsip  JRA  adalah daftar yang berisi sekurang kurangnya jangka waktu penyimpanan atau retensi, jenis arsip, dan keterangan yang berisi rekomendasi tentang penetapan suatu jenis arsip dapat dimusnahkan, apabila kegiatan tersebut bisa dilaksanakan maka akan mengurangi menghemat biaya sewa gedung serta akan tertata dengan rapih arsip yang masih diperlukan, kerana berdasarkan peraturan ANRI tersebut ada batasan penyimpanan arsip yang disebut arsip Aktif dan Arsip inaktif.",2
"Komunikasi; Langkah yang saya lakukan untuk menyebarkan informasi dilingkungan kerja dengan cara disampaikan melalui group Whastapp, serta disampaikan pula pada saat apel pagi, kemudian saya melakukan cek and ricek dengan cara mewancarai menanyakan secara sampling acak kepada rekan kerja dilingkungan kerja, apakah mereka paham dan memahami informasi yang saya sampaikan.",2
"Komunikasi; Apabila menghadapi hal tersebut, saya berinisiasi untuk menanyakan kembali kepada rekan kerja perihal informasi yang telah disampaikan dan saya akan memberikan masukan kepada rekan kerja bahwasanya dalam menyampaikan informasi haruslah jelas dan lugas, serta berikanlah kesempatan dalam forum tersebut untuk memberikan pertanyaan kepada rekan tim kerja yang lain untuk menanyakan apabila ada hal hal yang masih kurang jelas dan kurang dimengerti perihal informasi tersebut.",2
"Komunikasi; 1. Pernah 2. Dilihat dari kesesuaian tugas dan fungsi dengan dilihat pada kesesuaian RPJMD, Renstra SKPD, RKPD dan kondisi eksisting pada saat usulan disampaikan dengan usulan disampaikan pada saat brifing dengan pimpinan ataupun nota dinas dan apabila disetujui selanjutnya dikoordinasikan dengan pihak kasubag perencanaan untuk dimasukan ke dalam RKA. 3. Untuk meyakinkan pihak organisasi terkait dengan usulan program kerja, terlebih dahulu dilihat urgensinya dan keterkaitan lainnya diantaranya hasil risk register dan analisis dampak positif dan dampak negatif nya terhadap pelaksanaan program kerja tersebut bagi organisasi. ",2
"Komunikasi; 1. Pernah dan sudah menjadi sebuah keharusan 2. Penyebaran informasi di lingkungan kerja dilakukan dengan beberapa cara diantaranya apel pagi, brifing, rapat koordinasi, media komunikasi   WA grup, surat , nota dinas, website, leaflet, poster , banner dan lainnya. 3. Respon dari penerima pesan   staf, Pada briffing mingguan berikutnya akan dibahas lagi terkait respon staf mengenai informasi tersebut, pada grup WA terlihat pesan sudah sampai. ",2
"Komunikasi; 1. Pernah  2. Langkah yang dilakukan, melakukan brifing kembali dan membahas dengan lebih detil terkait  ",2
"Komunikasi; Pernah dan sering. Pembuatan program kerja disesuaikan dengan kebutuhan organisasi dan keseuaian dengan visi misi organisasi. Tahapan pra dan pengajuan usulan program   lakukan analisis, tentukan ide dasar, tentukan tujuan, tentukan subyek sasaran, tentukan indikator keberhasilan, tentukan model metode materi, tentukan tempat dan waktu an bentuk tim pelaksana. Pengajuan dilakukan secara tertulis kepada atasan langsung  didasari kebutuhan organisasi, data yang benar akurat dan program mudah diimplmentasikan . Lakukan komunikasi guna meyakinkan organisasi",2
"Komunikasi; Pernah. Langkah langkah yang dilakukan adalah   Informasi yang disebarkan harus berkualitas dan dapat dipertanggungjawabkan, disampaikan secara ringkas dan jelas, dapat menggunakan bantuan teknologi, lakukan evaluasi dan umpan balik terhadap informasi yang disebarkan dan segera lakukan penanganan bilamana terjadi miss informasition dari penerima informasi. Penyebaran informasi dapat dikaitkan UU Nomor 14 Tahun 2008  tentang Keterbukaan Informasi Publik",2
"Komunikasi; Belum pernah. Tetapi bilamana hal itu terjadi dapat disikapi sebagai berikut   membahas permasalahan mengapa informasi belum dapat diterima dengan jelas sesegera mungkin ataupun di lain waktu  sesuai kebutuhan , melaksanakan penyebar ulangan informasi dengan ringkas dan jelas, bila diperlukan berikan pemahaman secara langsung kepada penerima informasi",2
"Komunikasi; Pernah, program pelayanan kepegawaian secara elektronik  Saya identifikasi kebutuhan pentingnya program tersebut untuk dilaksanakan dan menjadi solusi dalam pemecahan masalah. Melalui pendekatan personal saya menjaring saran dan masukan dari rekan rekan internal maupun eksternal organisasi termasuk dari pihak pihak yang akan menjadi sasaran dari program yang akan dilaksanakan. Saya sampaikan rencana global program tersebut kepada pimpinan untuk melihat respon pimpinan. Saya membentuk tim kecil untuk mempersiapkan program yang akan dilaksanakan untuk melakukan identifikasi sumber daya  SDM, Anggaran, Sarana Prasarana  yang dibutuhkan, dan tahapan langkah pelaksanaan pekerjaan serta stakeholder yang akan terlibat. Setelah semuanya lengkap saya dan tim sampaikan program tersebut kepada pimpinan melalui pemaparan program yang akan dilaksanakan dan meyakinkan pimpinan bahwa program tersebut dapat menyelesaikan masalah dan semuanya telah dipersiapkan dengan matang. Evaluasi dari pimpinan menjadi bahan perbaikan program yang akan dilaksanakan.",3
"Komunikasi; Pernah,  pengumuman seleksi CPNS, seleksi JPT, undangan sosialisasi  Langkah langkah yang dilakukan   Mempelajari dan memahami informasi yang harus disampaikan Membentuk Tim sesuai dengan kewenangan dan kompetensi pegawai  jika diperlukan  Identifikasi sasaran  pihak pihak yang harus menerima informasi, jika memungkinkan membentuk komunitas penerima informasi  kelompok atau grup whatsapp dsb  dan ditunjuk koordinator Menyampaikan informasi secara langsung atau dengan memanfaatkan media massa dan media elektronik dengan mencantumkan PIC yang dapat dihubungi Melakukan pengecekan informasi kepada sasaran. Jika sasaran terlalu banyak dilakukan sampling kepada tiap koordinator Memonitor umpan balik yang diharapkan dari informasi yang telah disampaika",3
"Komunikasi; Pernah, ketika pelaksanaan seleksi PPPK tenaga kesehatan tahun 2022 terdapat beberapa peserta yang memilih seleksi pada titik lokasi tes di Kabupaten Cirebon. Panitia BKPSDM kemudian mengumumkan pelaksanaan seleksi tersebut kepada peserta dengan jadwal pelaksanaan sesuai dengan hasil koordinasi dengan panitia kabupaten cirebon. Pada saat seleksi ternyata terdapat perubahan jadwal yang lebih awal dari informasi yang disampaikan panitia BKPSDM Kabupaten Ciamis dan panitia seleksi dari Kabupaten Cirebon meminta kehadiran peserta sesuai dengan perubahan jadwal tersebut. Hal itu tidak memungkinkan karena peserta dari ciamis membutuhkan waktu kurang lebih 3 jam untuk sampai di cirebon. Akhirnya kami berkoordinasi dengan Panitia dari Kantor Regional III BKN bandung dan meminta penjadwalan pada hari itu di jadwal ulang pada sesi terakhir pada hari itu. Permohonan itu pun dikabulkan oleh BKN dan kami informasikan kepada peserta sehingg setiap peserta dapat mengikuti seleksi PPPK Tenaga Kesehatan.",3
"Komunikasi; Pernah bahkan langsung kepada Bapak Bupati dan beliau alangsung merespon dengan positif, programnya adalah Jambore Pemuda Islam",1
"Komunikasi; Pernah, langkah yang dilakukan adalah membuat surat resmi sesuai dengan tata naskah dinas yang berlaku, kemudian disebarkan ke instansi yang menjadi tujuan dalam surat tersebut, lalu di back up dengan surat Via aplikasi Whatsapp yang ada di handphone",1
"Komunikasi; Pernah, yang dilakukan adalah chek dan ricek ke sumber informasi yang sesungguhnya agar tidak terjadi mis informasi yang mengakibatkan kesimpangsiuran",1
"Komunikasi; Pernah, dengan mencoba menggambarkan keuntungan dari program tersebut baik dampak untuk pelaksanaaan tugas maupun dari organissasi, meyakinan pimpinan untuk menerima ide",1
"Komunikasi; Pernah, menyampakain secara langsung dan tidak langsung melalui alat komunisasi, dan memastikan si penerima dapat menerima informasi dengan lengkap dan benar sesuai dengan fakta mendukungnya dan melaksanakan informasi yang telah disampaikan.",1
"Komunikasi; Pernah, berusaha mencari informasi lebih benyak lagi, dan mengkonfirmasikan kepada informan tentang informasi yang dianggap kurang jelas tersebut.",1
"Komunikasi; Pada Tahun 2021 saya mengusulkan program penerangan jalan umum di wilayah Kabupaten Ciamis, yang biasanya hanya di biayai oleh APBD Kabupaten dan kali ini saya mengajukan konsep pembiayaan oleh APBD Propinsi. Proses berawal dengan meyakinkan rekan di Bidang Teksar dengan program ini akan banyak bermanfaat baik di intern Bidang maupun Dinas, Pemerintah Kabupaten serta masyarakat pada umumnya, yaitu program Ciamis Caang dengan pemasangan lampu PJU serta mengganti lampu PJU konvensional menjadi PJU LED serta membangun Smart PJU untuk efisiensi dan menekan biaya pembayaran listrik PJU. Selanjutnya setelah mendapatkan dukungan dari beberapa pihak maka di mulai tahapan tahapan yaitu pembuatan proposal dengan melibatkan rekan di Bidang Teksar, pengajuan proposal kepada Bappeda dan melaksanakan desk dengan bappeda propinsi untuk selanjutnya diusulkan oleh Bupati Ciamis kepada Gubernur Jawa Barat. Program yang diusulkan mendapatkan bantuannya sehingga dapat dilaksanakan pada tahun 2022 sebanyak pemasangan baru PJU 80 titik dan penggantian lampu PJU ke LED sebanyak 3000 titik yang semoga bisa bermanfaat bagi masyarakat untuk keselamatan dan keamanan di jalan.",2
"Komunikasi; Infromasi merupakan hal yang penting apalagi kalau itu menyangkut dengan kelancaran pelaksanaan tugas. Dalam setiap informasi yang saya dapat untuk penyebarluasannya yaitu dengan memanfaatkan moment di waktu apel gabungan sehingga informasi itu dapat tersampaikan ke banyak orang dan disertai dengan penjelasan supaya dapat di mengerti. Selain itu saya juga memanfaatkan media WA grup yang kami miliki, menampung dan menjawab pertanyaan pertanyaan dan meminta bantuan juga kepada rekan rekan yang mengetahui tentang kebenaran informasi untuk turut aktif memberikan penjelasan.",2
"Komunikasi; Untuk informasi yang belum jelas, supaya tidak menimbulkan penafsiran yang berbeda, saya selalu kembali meminta kejelasan informasi tersebut baik secara langsung maupun melalui rekan yang telah dapat informasi yang sama. Untuk sebagai langkah antisipasi awal terhadap informasi yang belum jelas yaitu dengan menyiapkan persiapan bahan bahan atau data data terkait sehingga kalau informasi nya sudah jelas, kita tata bahan atau data untuk melengkapi sesuai dengan informasi dimaksud.",2
Komunikasi; Pernah. Saya mengusulkan dengan latar belakang dan tujuan bahwa kegiatan yang saya usulkan betul betul kegiatan untuk mencapai tujuajn organisasi.,1
Komunikasi; Pernah. Saya menyebarkan informasi secara langsung menjelaskan dengan sebaik baiknya supaya informasi yang diterima sangat akurat.,1
Komunikasi; Pernah. Saya mencari informasi ke sumber lain yang bisa dipercaya.,1
